index,first_name,last_name,agency,weekly_hours_worked,hourly_wage,allocated_wage,pharmacy,dental,vision,unspecified,weekly_spending,weeks_in_program
28553,Efrain,Johnson,K,13,2,24.96,98.54,479.12,107.59,174.16,61.39,14
28554,Kimberly,Leftwich,EverGreen,40,1,38.4,20.67,257.59,69.68,923.59,50.86,25
28555,Shawn,Dougal,NU,39,2,74.88,117.1,161.11,139.17,853.61,36.31,35
28556,Stanley,Duty,K,12,3,34.56,27.51,468.28,128.05,647.74,27.64,46
28557,Chester,Whitehead,Elim,38,2,72.96,25.13,160.51,65.15,136.01,8.06,48
28558,Elizabeth,Mancias,K,23,4,88.32,38.81,386.15,184.33,713.69,30.77,43
28559,Paul,Torros,Elim,24,1,23.04,42.29,219.88,185.73,896.22,64.01,21
28560,Lucinda,Long,Elim,40,4,153.6,115.53,904.81,289.02,644.77,122.13,16
28561,John,Depaz,EverGreen,34,1,32.64,135.81,367.44,140.62,199.48,16.87,50
28562,Trent,Strickland,HomeAssist,21,4,80.64,94.16,373.52,111.66,202.04,18.6,42
28563,Helen,Matherne,K,27,1,25.92,169.29,63.61,191.79,199.92,14.53,43
28564,Lillie,Twombley,K,14,3,40.32,188.45,293.61,110.93,183.01,21.56,36
28565,Corey,Pawlosky,Elim,31,1,29.76,98.0,120.87,168.78,416.04,20.61,39
28566,Shirley,Carpenter,Elim,20,3,57.6,118.41,79.06,116.09,836.28,33.82,34
28567,Carol,Newhall,OneStop,26,2,49.92,149.94,397.64,193.95,884.6,116.15,14
28568,Rod,Whitney,K,30,3,86.4,81.37,433.05,176.91,346.56,74.14,14
28569,Omar,Hernandez,EverGreen,18,2,34.56,25.64,187.93,142.1,682.43,47.19,22
28570,Phyllis,Hernandez,OneStop,37,2,71.04,145.19,376.18,58.4,973.96,31.07,50
28571,Thomas,Frye,EverGreen,11,1,10.56,199.28,366.62,59.57,832.96,31.71,46
28572,Antonia,Collins,HomeAssist,27,4,103.68,114.7,944.4,261.39,131.75,58.09,25
28573,Michael,Boyd,OneStop,37,2,71.04,149.56,360.47,130.93,331.49,21.14,46
28574,Nakia,Watkins,OneStop,32,3,92.16,189.48,162.71,142.35,425.77,20.01,46
28575,Jeffrey,Purdom,EverGreen,14,2,26.88,131.24,372.02,175.27,931.66,35.78,45
28576,Becky,Robinson,OneStop,30,1,28.8,51.14,215.64,104.31,621.42,24.21,41
28577,Jerry,Anderson,K,15,1,14.4,70.98,299.22,107.94,783.04,32.34,39
28578,Salvador,Kelly,K,23,1,22.08,36.22,271.39,170.05,556.03,22.47,46
28579,Daniel,Franco,K,35,1,33.6,108.09,116.34,81.82,408.22,19.31,37
28580,Cheryl,Sanchez,K,37,1,35.52,116.14,129.86,98.41,829.78,35.58,33
28581,Richard,Nichols,HomeAssist,32,4,122.88,125.28,772.1,248.5,918.9,57.36,36
28582,Nicole,Lafleur,K,38,2,72.96,99.77,214.69,122.97,470.96,18.54,49
28583,Sadie,Palmer,EverGreen,36,4,138.24,135.15,996.22,242.49,567.53,43.14,45
28584,James,Hammel,Elim,29,2,55.68,61.9,168.27,140.05,399.08,21.98,35
28585,Bobby,Padilla,HomeAssist,33,4,126.72,156.0,729.4,171.41,503.55,91.79,17
28586,Morgan,Clifford,Elim,21,3,60.48,128.39,85.11,195.49,164.14,11.7,49
28587,Philip,Deal,NU,32,1,30.72,114.21,209.85,166.12,818.93,43.64,30
28588,James,Prentice,K,34,1,32.64,198.94,197.51,96.3,230.91,20.68,35
28589,Ernest,Merriweather,OneStop,20,3,57.6,86.66,370.2,113.53,608.82,78.61,15
28590,Marcus,Paradis,NU,31,1,29.76,197.4,51.43,139.0,911.32,56.48,23
28591,Shirley,Williams,K,34,3,97.92,191.25,173.4,54.31,384.36,16.39,49
28592,Donald,Tucker,K,26,4,99.84,123.36,437.74,104.5,206.89,18.56,47
28593,Troy,Marceau,K,38,4,145.92,197.42,775.88,172.08,795.2,161.72,12
28594,Steven,Anderson,OneStop,10,3,28.8,66.6,287.6,105.11,590.22,41.98,25
28595,Willa,Landrus,NU,11,4,42.24,113.39,289.79,181.72,956.16,110.08,14
28596,Kristen,Walden,OneStop,36,4,138.24,107.09,334.31,211.92,493.03,30.98,37
28597,Lloyd,Crawford,Elim,22,3,63.36,13.77,213.86,139.82,742.76,39.65,28
28598,Earl,Palo,Elim,10,4,38.4,32.96,403.4,143.0,671.83,89.37,14
28599,James,Smart,HomeAssist,29,2,55.68,67.4,154.43,64.16,692.15,19.56,50
28600,Mollie,Curnutte,NU,10,2,19.2,91.78,396.85,199.05,943.31,54.37,30
28601,John,Rutz,Elim,39,4,149.76,191.22,244.81,185.46,121.55,14.57,51
28602,Dan,Garcia,K,12,3,34.56,37.47,129.84,162.59,970.05,25.49,51
28603,Christopher,Rogers,Elim,19,1,18.24,12.03,446.96,185.02,499.91,95.33,12
28604,John,Seals,NU,15,2,28.8,32.03,394.67,157.02,279.59,17.62,49
28605,Brad,Hackworth,K,22,4,84.48,26.32,255.8,79.95,216.96,12.06,48
28606,Guadalupe,Young,Elim,20,3,57.6,182.17,165.16,97.31,851.87,34.12,38
28607,Charlesetta,Thomas,NU,31,4,119.04,73.23,222.07,287.41,376.49,50.48,19
28608,Sharon,Cargle,HomeAssist,16,4,61.44,156.41,262.84,69.36,290.75,16.24,48
28609,Daniel,West,K,16,2,30.72,167.21,104.63,182.65,299.5,32.78,23
28610,Ralph,Oliveros,Elim,27,3,77.76,127.4,72.45,70.26,428.82,14.87,47
28611,Joshua,Harty,EverGreen,27,1,25.92,79.19,344.39,199.3,144.96,27.42,28
28612,Carol,Edmundson,OneStop,14,4,53.76,42.68,413.07,161.33,105.46,36.13,20
28613,Janice,Soto,NU,23,4,88.32,147.73,296.51,195.22,629.5,42.3,30
28614,Bertha,Braxton,OneStop,30,1,28.8,73.63,160.58,76.22,299.37,33.88,18
28615,Marlene,Whaley,HomeAssist,39,2,74.88,199.47,71.23,112.85,339.26,15.71,46
28616,Max,Beltran,NU,19,1,18.24,158.77,439.09,96.85,321.1,33.86,30
28617,Maurine,Niss,EverGreen,14,1,13.44,27.14,95.84,67.89,571.75,21.18,36
28618,Thomas,Summerville,NU,37,1,35.52,98.96,146.25,101.83,788.54,22.27,51
28619,Michael,Higdon,OneStop,22,1,21.12,72.44,335.69,73.92,732.85,28.25,43
28620,Gary,Ybarra,OneStop,12,3,34.56,87.23,367.76,184.5,744.02,33.74,41
28621,Vivian,Fife,HomeAssist,26,4,99.84,107.83,124.88,176.13,752.63,32.26,36
28622,Maureen,Davis,K,38,1,36.48,35.76,479.93,122.02,225.25,20.07,43
28623,Marie,Stafford,EverGreen,16,3,46.08,158.02,140.23,134.82,919.8,26.02,52
28624,Philip,Hake,Elim,15,2,28.8,110.31,250.56,63.12,527.98,18.67,51
28625,Dennis,Weatherby,EverGreen,32,2,61.44,82.14,408.62,51.48,449.76,19.45,51
28626,Edward,Dotson,K,17,3,48.96,119.48,403.42,150.05,358.26,68.75,15
28627,Misty,Pettway,NU,19,1,18.24,98.51,83.16,105.02,772.13,50.42,21
28628,Christopher,Baldwin,NU,40,4,153.6,77.67,966.1,281.8,335.61,92.29,18
28629,Randall,Lanoue,EverGreen,33,4,126.72,160.75,452.76,282.81,482.65,81.12,17
28630,Numbers,Dikes,NU,32,3,92.16,67.84,292.68,184.48,924.52,32.66,45
28631,Monica,Boone,NU,15,2,28.8,185.5,114.15,111.59,950.49,41.26,33
28632,Wayne,Milla,NU,30,1,28.8,93.0,69.2,177.23,817.06,41.3,28
28633,Catherine,Stewart,Elim,29,4,111.36,125.33,988.32,485.28,552.66,179.3,12
28634,Bradley,Benham,K,34,2,65.28,47.19,330.71,168.18,711.53,36.99,34
28635,Mary,Harris,EverGreen,18,2,34.56,136.95,314.39,127.83,453.89,68.87,15
28636,Lu,Williams,OneStop,22,1,21.12,38.41,141.99,78.16,260.69,11.8,44
28637,Michael,Boyles,Elim,38,4,145.92,21.28,596.48,314.2,714.55,45.74,36
28638,Deborah,Loomis,K,11,1,10.56,34.81,191.39,100.87,408.73,14.43,51
28639,Mark,Hernandez,OneStop,16,1,15.36,168.43,153.58,133.55,547.69,25.72,39
28640,Johnny,Evans,HomeAssist,19,1,18.24,175.56,222.51,119.38,155.82,20.4,33
28641,Brian,Bailey,EverGreen,30,2,57.6,186.24,162.43,98.03,839.45,31.37,41
28642,Kevin,Allison,EverGreen,29,4,111.36,181.18,286.21,163.79,156.4,25.41,31
28643,Debrah,Betts,Elim,10,2,19.2,148.49,394.15,120.54,897.7,111.49,14
28644,John,Peterson,NU,16,3,46.08,113.35,158.77,175.96,401.92,23.61,36
28645,Charles,Nelson,OneStop,13,4,49.92,179.48,242.34,72.83,195.46,53.09,13
28646,Leah,Eshleman,NU,33,1,31.68,86.52,63.02,58.03,686.79,63.88,14
28647,Rosa,Shorr,Elim,27,4,103.68,178.31,259.53,156.3,724.37,25.85,51
28648,Clark,Woods,NU,24,3,69.12,169.29,380.66,183.93,279.58,21.56,47
28649,Rachel,Adams,EverGreen,31,1,29.76,192.98,463.4,187.26,624.91,61.19,24
28650,Angela,Belz,EverGreen,11,1,10.56,83.24,326.64,119.98,235.95,51.05,15
28651,Wanda,Todd,EverGreen,17,1,16.32,146.11,182.29,67.32,775.83,65.09,18
28652,David,Larosa,NU,34,4,130.56,66.17,505.22,262.22,522.89,33.91,40
28653,Richard,Robb,HomeAssist,14,4,53.76,89.69,323.14,193.7,984.22,58.92,27
28654,Helen,Zumbrunnen,HomeAssist,33,4,126.72,16.63,530.99,333.54,411.75,41.71,31
28655,Tara,Lenhardt,EverGreen,32,4,122.88,149.96,424.69,229.38,283.6,27.89,39
28656,Chase,Archambeault,HomeAssist,21,4,80.64,80.09,123.74,144.6,309.39,28.6,23
28657,Joyce,Smith,NU,20,3,57.6,183.99,392.25,83.92,177.74,20.44,41
28658,William,Hara,OneStop,33,1,31.68,115.11,168.13,79.65,195.57,13.96,40
28659,Vicky,Thomas,K,29,4,111.36,150.42,127.64,108.99,949.98,36.14,37
28660,Laurie,Clarkson,OneStop,10,1,9.6,105.38,186.02,170.04,663.3,27.43,41
28661,Darla,Walton,NU,33,1,31.68,173.15,164.34,186.37,192.87,14.63,49
28662,Troy,Sage,Elim,33,4,126.72,53.78,378.59,497.83,626.88,45.8,34
28663,Noah,Klein,OneStop,18,2,34.56,124.66,283.61,74.4,479.9,28.31,34
28664,Thomas,Smith,EverGreen,31,4,119.04,179.42,621.83,299.25,790.19,42.97,44
28665,Cynthia,Cavallaro,K,17,1,16.32,14.14,68.46,85.78,588.54,19.92,38
28666,Thomas,Koch,EverGreen,17,4,65.28,52.39,235.87,51.34,913.31,59.66,21
28667,Adriana,Larsen,K,15,4,57.6,178.8,181.99,63.0,450.68,32.39,27
28668,Rosalie,Thomson,K,34,2,65.28,72.2,303.29,102.11,864.42,36.27,37
28669,Ann,Conyers,K,40,3,115.2,16.12,407.59,249.45,549.22,28.43,43
28670,Vincent,Rothman,EverGreen,26,1,24.96,104.6,67.17,167.05,609.18,18.96,50
28671,James,Craft,OneStop,38,2,72.96,139.71,334.79,139.29,168.82,34.03,23
28672,Dean,Newberry,NU,10,2,19.2,177.56,219.77,157.47,852.06,37.02,38
28673,Petra,Davis,EverGreen,31,1,29.76,144.97,234.72,97.83,709.83,26.39,45
28674,Shawn,Mohr,K,34,1,32.64,144.66,481.25,151.86,363.15,21.94,52
28675,Clarence,Helmuth,OneStop,40,3,115.2,141.24,763.93,170.57,333.02,35.22,40
28676,Joseph,Auguste,K,36,1,34.56,152.12,50.85,63.1,218.73,15.64,31
28677,Deirdre,Jones,OneStop,16,4,61.44,80.92,290.57,71.48,674.78,58.83,19
28678,Brenda,Garza,HomeAssist,22,3,63.36,89.59,327.63,183.66,205.54,20.16,40
28679,Maggie,Flores,NU,27,4,103.68,55.41,795.27,443.49,296.31,66.27,24
28680,Tina,Allen,OneStop,34,1,32.64,162.01,479.91,66.41,552.61,42.03,30
28681,Martha,Tesh,OneStop,19,4,72.96,191.3,424.51,139.12,223.74,23.87,41
28682,Joe,Shulman,NU,12,2,23.04,189.04,162.33,189.81,980.94,39.03,39
28683,Daniele,Nucklos,NU,40,2,76.8,109.87,382.93,66.07,941.75,39.49,38
28684,William,Coursey,OneStop,24,4,92.16,99.1,319.65,65.27,696.94,36.91,32
28685,Donald,Hutchison,HomeAssist,12,2,23.04,33.32,351.83,194.48,265.41,17.25,49
28686,Shari,Gomez,NU,15,3,43.2,161.64,156.91,153.32,795.93,84.52,15
28687,Minnie,Hirth,K,34,4,130.56,75.18,587.47,229.74,438.17,35.01,38
28688,Karen,Jaskolski,EverGreen,35,4,134.4,38.85,864.83,455.24,404.33,117.55,15
28689,Patrick,Cook,K,20,1,19.2,103.28,315.73,66.79,204.6,36.34,19
28690,Mitzi,Garcia,HomeAssist,28,2,53.76,172.39,216.85,194.78,621.14,92.7,13
28691,Amy,Gee,OneStop,34,3,97.92,133.35,175.24,132.07,360.68,36.42,22
28692,Robbie,Davila,OneStop,37,3,106.56,29.48,487.79,199.69,715.27,46.2,31
28693,Michael,Tipton,K,30,1,28.8,64.99,471.94,130.63,489.59,33.06,35
28694,Della,Ruud,K,35,4,134.4,26.92,417.87,241.47,211.39,20.88,43
28695,Tanya,Evans,Elim,21,4,80.64,62.19,479.97,156.48,762.33,28.1,52
28696,Barbara,Anthony,HomeAssist,36,1,34.56,142.68,226.43,145.67,693.81,41.68,29
28697,Lindsey,Plummer,EverGreen,37,1,35.52,118.16,460.5,89.7,830.71,28.83,52
28698,Brent,Mahone,K,10,2,19.2,182.79,309.29,155.72,840.02,57.22,26
28699,Hugh,Falcon,Elim,34,2,65.28,165.45,436.39,140.02,614.29,36.65,37
28700,Bill,Chiesa,NU,29,2,55.68,93.74,374.35,153.87,789.97,39.22,36
28701,Glenna,Griffis,EverGreen,36,3,103.68,42.24,785.66,478.61,218.6,34.66,44
28702,Steven,Waters,Elim,21,4,80.64,14.62,356.45,184.3,178.19,61.13,12
28703,James,Calumag,Elim,40,4,153.6,187.1,714.47,479.27,976.46,84.19,28
28704,William,Davis,EverGreen,38,3,109.44,113.87,891.66,358.33,513.32,89.39,21
28705,Manuel,Crews,HomeAssist,16,2,30.72,179.1,231.11,109.52,924.43,28.88,50
28706,Francis,Bell,Elim,36,4,138.24,158.48,284.99,110.6,674.74,53.43,23
28707,Leslie,Quiles,EverGreen,34,1,32.64,160.08,250.05,54.1,835.56,27.08,48
28708,Kimberly,Graves,OneStop,25,4,96.0,32.14,407.4,120.35,102.25,14.71,45
28709,Vernon,Smith,K,28,4,107.52,15.98,975.32,146.36,481.43,64.76,25
28710,Ronald,Havard,NU,35,3,100.8,13.96,325.58,477.0,666.47,64.48,23
28711,Bobbie,Mandy,Elim,37,1,35.52,20.81,150.72,153.52,337.08,25.47,26
28712,Laura,Bryan,HomeAssist,38,1,36.48,122.94,436.74,132.42,993.67,70.24,24
28713,Maria,Roberson,Elim,27,4,103.68,86.12,865.78,195.66,306.46,33.05,44
28714,Gwendolyn,Walker,NU,20,4,76.8,90.66,63.78,78.41,336.38,15.38,37
28715,Alice,Franklin,EverGreen,25,1,24.0,74.64,356.29,87.26,467.93,24.05,41
28716,Karry,Saunders,K,11,4,42.24,51.16,366.79,167.98,456.25,25.42,41
28717,William,Allen,NU,12,4,46.08,157.65,140.74,61.44,211.63,40.82,14
28718,Marlene,Branch,HomeAssist,30,1,28.8,158.56,349.52,81.38,396.97,36.53,27
28719,Judy,Grimm,HomeAssist,36,2,69.12,77.6,364.51,170.73,461.83,59.7,18
28720,Norman,Rivera,Elim,34,2,65.28,107.27,295.1,198.37,945.97,37.72,41
28721,Richard,Leitner,K,28,1,26.88,88.65,493.34,111.04,583.62,79.79,16
28722,David,West,K,33,2,63.36,21.37,306.27,189.75,383.47,33.37,27
28723,Mary,Harrison,HomeAssist,14,2,26.88,110.63,106.55,108.09,738.67,22.64,47
28724,Douglas,Tony,EverGreen,35,3,100.8,78.45,402.77,330.73,739.24,31.02,50
28725,Rachel,Bona,HomeAssist,24,1,23.04,27.23,252.68,186.26,237.53,22.7,31
28726,David,Erling,EverGreen,39,4,149.76,74.64,813.0,393.85,577.57,54.68,34
28727,Jeffery,Veltman,EverGreen,30,2,57.6,87.26,207.14,189.63,318.25,17.83,45
28728,William,Dougherty,HomeAssist,40,3,115.2,172.69,841.38,480.63,388.82,50.91,37
28729,Emily,Simpkins,NU,23,2,44.16,107.55,268.1,186.49,333.83,35.84,25
28730,Russell,Shelton,Elim,21,4,80.64,183.78,137.07,110.93,700.16,33.29,34
28731,Rita,Norwood,Elim,17,1,16.32,84.73,274.86,134.93,856.55,67.55,20
28732,Derek,Hutchinson,EverGreen,21,3,60.48,134.89,141.79,82.99,946.96,72.59,18
28733,Lauren,Christopher,OneStop,40,3,115.2,167.51,809.45,279.41,359.19,38.47,42
28734,Adam,Krauss,EverGreen,15,2,28.8,83.09,282.09,194.33,321.16,36.69,24
28735,Hae,Dye,EverGreen,15,2,28.8,166.01,220.56,178.67,312.77,51.65,17
28736,Anne,Gonzalez,NU,19,3,54.72,167.94,365.91,91.21,636.67,37.11,34
28737,Rickie,Schneider,EverGreen,17,3,48.96,129.84,329.44,121.06,454.02,86.2,12
28738,Steven,Boyd,K,18,3,51.84,173.83,234.02,167.49,424.82,20.0,50
28739,Claudia,Weidman,HomeAssist,39,1,37.44,115.35,422.41,115.61,137.27,41.61,19
28740,Paul,Williams,NU,20,1,19.2,123.99,101.01,105.61,708.37,33.52,31
28741,Angelina,Keenan,Elim,15,3,43.2,97.85,406.1,50.58,774.38,26.58,50
28742,Tonya,Dansereau,OneStop,18,3,51.84,177.58,406.88,118.67,283.2,36.53,27
28743,Randy,Meyer,EverGreen,27,2,51.84,53.61,287.38,86.77,148.1,15.15,38
28744,Donald,Pink,OneStop,29,3,83.52,155.43,177.71,119.55,968.29,43.06,33
28745,Madeline,Simmons,HomeAssist,31,2,59.52,102.08,168.69,168.46,288.46,22.74,32
28746,Monica,Dalbec,HomeAssist,34,4,130.56,15.27,770.47,332.14,432.48,103.36,15
28747,James,Davis,OneStop,10,3,28.8,128.61,208.37,191.37,781.66,25.19,52
28748,Suzanne,Robertson,OneStop,11,3,31.68,56.87,148.08,77.45,788.19,30.59,35
28749,Rachel,Driggers,HomeAssist,17,3,48.96,89.67,98.8,56.66,563.77,20.74,39
28750,Jeffery,Carpenter,K,36,4,138.24,60.69,632.17,399.92,192.25,28.56,45
28751,Barbara,Kirkpatrick,OneStop,31,1,29.76,116.59,355.82,139.61,553.54,72.85,16
28752,Nelly,Avery,Elim,33,3,95.04,161.79,251.7,175.6,808.19,41.1,34
28753,Jarred,Babin,NU,26,4,99.84,31.44,130.03,89.38,312.11,11.49,49
28754,Alfred,Mitchell,OneStop,38,2,72.96,148.4,492.45,69.03,743.23,38.24,38
28755,Warren,Rogers,EverGreen,30,4,115.2,66.75,509.67,433.23,989.66,57.12,35
28756,James,Battle,Elim,17,4,65.28,34.0,72.76,77.63,785.55,53.89,18
28757,Theodore,Barnett,Elim,40,1,38.4,114.2,484.58,166.68,941.32,35.56,48
28758,Kacey,Garcia,NU,23,1,22.08,145.91,487.19,119.79,105.04,37.3,23
28759,Kelly,Wiedenheft,NU,15,2,28.8,66.57,419.98,169.49,184.98,16.82,50
28760,Marguerite,Cooper,EverGreen,39,2,74.88,33.81,344.11,132.55,311.1,48.33,17
28761,Kenneth,Kaster,K,12,2,23.04,69.21,117.6,134.93,297.51,19.35,32
28762,Paul,Roy,NU,11,3,31.68,71.81,449.36,94.98,538.69,46.19,25
28763,David,Reynolds,NU,39,4,149.76,105.39,663.65,434.4,287.71,28.68,52
28764,Edna,Marroquin,HomeAssist,30,2,57.6,32.45,347.81,72.13,102.54,11.1,50
28765,Velma,Bernard,HomeAssist,12,3,34.56,10.42,201.57,79.87,693.28,33.97,29
28766,Marion,Robinson,HomeAssist,29,4,111.36,30.07,108.26,403.95,810.73,41.0,33
28767,Scott,Nalley,NU,36,1,34.56,141.66,485.6,155.36,255.47,38.45,27
28768,David,Rivera,Elim,15,1,14.4,62.86,341.89,89.17,821.36,27.98,47
28769,Robert,Mckillip,NU,31,3,89.28,94.16,319.47,199.16,223.36,46.45,18
28770,Michael,Lawrence,OneStop,16,2,30.72,144.26,322.87,50.89,732.22,104.19,12
28771,Jane,Barkley,NU,14,3,40.32,161.21,100.07,153.87,683.42,29.69,37
28772,Keith,Whiteside,HomeAssist,19,3,54.72,26.25,213.17,63.13,548.16,30.38,28
28773,Robert,Hutchinson,HomeAssist,26,1,24.96,171.21,352.62,160.97,819.62,34.19,44
28774,Norma,Butler,Elim,35,2,67.2,123.68,101.44,78.97,271.84,11.52,50
28775,Judy,Chapman,NU,21,1,20.16,194.02,160.26,72.09,262.7,25.52,27
28776,John,Mitchell,Elim,28,2,53.76,10.88,415.93,196.02,382.59,25.14,40
28777,Kathleen,Brown,OneStop,17,4,65.28,118.0,84.13,64.62,883.53,41.08,28
28778,Alexandria,Burton,HomeAssist,17,1,16.32,66.82,469.74,121.87,990.3,74.94,22
28779,Leo,Harms,OneStop,36,2,69.12,36.14,287.64,113.95,626.24,42.56,25
28780,John,Drew,HomeAssist,28,4,107.52,179.76,771.95,465.51,219.2,36.36,45
28781,Tony,Robertson,K,11,1,10.56,190.93,483.61,99.46,986.79,56.8,31
28782,Rochelle,Schweitzer,HomeAssist,26,2,49.92,188.39,331.64,149.04,749.61,27.82,51
28783,Naomi,Manning,NU,29,2,55.68,65.23,137.99,54.0,141.87,12.87,31
28784,Melvin,Beard,K,33,4,126.72,18.89,128.34,356.02,921.3,34.75,41
28785,Rita,Saldana,OneStop,34,1,32.64,189.65,392.05,103.33,852.27,96.08,16
28786,Eartha,Fallon,NU,16,2,30.72,97.76,206.05,74.47,709.95,49.47,22
28787,Bobby,Hammock,EverGreen,27,4,103.68,109.82,992.6,345.16,363.15,56.59,32
28788,Robert,Mccoy,HomeAssist,26,4,99.84,116.8,446.9,89.81,335.81,20.19,49
28789,Betty,Belew,K,23,3,66.24,10.53,296.04,64.0,826.86,39.91,30
28790,Ronald,Augustine,EverGreen,39,2,74.88,77.88,202.14,174.62,519.96,46.41,21
28791,George,Ortiz,EverGreen,35,1,33.6,38.13,466.64,133.1,495.86,75.58,15
28792,Jean,Maymi,OneStop,16,1,15.36,129.51,443.57,75.11,405.73,23.42,45
28793,Virgil,Harris,Elim,18,1,17.28,13.02,162.99,134.35,741.21,37.56,28
28794,Shirley,Ibarra,EverGreen,38,4,145.92,22.02,508.34,276.31,851.56,66.33,25
28795,Barbara,Johnson,HomeAssist,10,3,28.8,44.74,300.81,112.84,413.1,72.62,12
28796,Rodolfo,Ray,K,19,4,72.96,21.43,467.31,69.59,162.8,25.75,28
28797,Henry,Driggers,Elim,27,1,25.92,12.19,473.68,89.39,828.14,38.98,36
28798,Kathi,Hunter,NU,12,2,23.04,123.71,444.17,57.09,953.5,49.33,32
28799,Elizabeth,Obleton,OneStop,28,4,107.52,62.05,383.15,201.09,682.86,39.09,34
28800,Rachel,Woodhouse,HomeAssist,19,3,54.72,171.69,56.94,54.24,837.96,32.97,34
28801,Evelyn,Ham,HomeAssist,14,3,40.32,52.56,470.22,122.02,223.35,39.46,22
28802,James,Courtney,K,10,1,9.6,97.95,265.77,165.99,475.81,37.24,27
28803,Eloise,Garceau,Elim,18,3,51.84,135.39,128.78,153.97,700.03,62.12,18
28804,Barry,Vierk,K,23,1,22.08,171.59,480.74,187.94,607.9,39.14,37
28805,Christopher,Scharich,Elim,38,3,109.44,47.21,682.15,314.56,818.35,40.48,46
28806,Linda,Stoll,NU,33,1,31.68,67.23,273.38,118.76,320.8,25.17,31
28807,Roger,Bligen,HomeAssist,34,4,130.56,197.95,985.09,248.95,442.86,85.22,22
28808,Antonio,Williams,Elim,14,3,40.32,146.86,96.68,143.39,723.44,31.72,35
28809,Ethel,Gates,NU,37,2,71.04,161.37,479.43,72.71,869.04,93.09,17
28810,Veola,Church,NU,34,3,97.92,55.42,395.56,62.76,415.74,46.47,20
28811,Katherine,Dye,OneStop,16,3,46.08,155.62,116.03,89.22,296.41,36.52,18
28812,Daryl,Kym,HomeAssist,33,4,126.72,169.38,148.78,249.97,498.82,26.67,40
28813,Michael,Smith,HomeAssist,33,4,126.72,80.01,546.97,397.13,690.42,81.64,21
28814,Denise,Lee,EverGreen,36,1,34.56,91.0,64.99,170.35,884.69,30.28,40
28815,Fred,Dunkel,OneStop,30,1,28.8,168.29,289.12,189.92,619.52,24.84,51
28816,Thomas,Bartos,OneStop,17,1,16.32,113.44,343.0,122.67,814.89,82.0,17
28817,Diana,Berger,NU,17,3,48.96,149.71,109.63,92.25,412.26,34.72,22
28818,Wayne,Johnson,K,37,4,142.08,13.02,155.21,436.4,956.47,111.51,14
28819,Percy,Shriver,OneStop,33,3,95.04,18.99,399.81,131.42,956.61,41.86,36
28820,Will,Silverberg,Elim,38,1,36.48,118.58,477.76,175.97,866.31,126.05,13
28821,Pauline,Rodgers,OneStop,19,1,18.24,151.97,255.64,56.69,226.51,19.19,36
28822,Shirley,Fonseca,Elim,31,1,29.76,183.85,203.95,98.22,860.69,53.87,25
28823,Scottie,Prechtel,NU,12,4,46.08,98.08,343.6,73.95,570.64,32.92,33
28824,Kim,Yoder,K,22,4,84.48,192.06,161.21,75.32,493.36,57.62,16
28825,Gerald,Artman,Elim,24,1,23.04,70.39,175.87,70.33,728.76,41.81,25
28826,Richard,Sanderfer,NU,14,2,26.88,67.11,484.78,134.21,840.9,41.27,37
28827,Darlene,Schaefer,NU,30,1,28.8,113.23,374.16,155.45,487.93,62.82,18
28828,Steven,Conner,NU,10,4,38.4,43.99,408.1,90.0,921.54,31.14,47
28829,Carmen,Shepperd,NU,26,3,74.88,90.04,191.75,114.94,114.15,12.77,40
28830,Faith,Pearson,K,30,4,115.2,23.27,382.9,490.35,260.4,34.03,34
28831,Mildred,Graziano,EverGreen,32,2,61.44,44.88,496.52,179.1,390.67,30.03,37
28832,Gilberto,Kuster,NU,18,1,17.28,119.55,265.69,64.17,815.98,66.6,19
28833,Joanna,Duckworth,HomeAssist,33,4,126.72,165.47,391.22,227.25,640.5,45.95,31
28834,David,Roberts,Elim,12,4,46.08,60.89,313.38,55.17,964.36,40.99,34
28835,Frances,Cyr,OneStop,14,1,13.44,111.88,195.26,187.24,765.43,37.05,34
28836,Rosa,Hogue,K,35,4,134.4,137.54,974.31,187.11,725.76,49.38,41
28837,Alice,Poyner,NU,24,1,23.04,150.82,286.34,179.23,601.6,39.29,31
28838,Denise,Campbell,K,16,2,30.72,129.56,445.38,158.45,162.18,63.97,14
28839,Eric,Ives,EverGreen,20,4,76.8,15.02,90.3,73.24,789.95,25.49,38
28840,Pamela,Johnson,EverGreen,40,2,76.8,21.12,282.54,85.84,732.19,53.41,21
28841,Nichole,Rupp,HomeAssist,10,3,28.8,106.09,160.08,197.36,243.6,19.64,36
28842,Wilburn,Sanchez,HomeAssist,35,4,134.4,34.53,909.12,449.35,996.14,62.87,38
28843,Charles,Jones,K,17,1,16.32,56.84,463.88,79.9,340.43,25.43,37
28844,Delmar,Brazelton,Elim,13,3,37.44,151.28,422.28,90.05,872.52,49.55,31
28845,Jerry,Cheek,Elim,34,1,32.64,150.02,131.71,57.6,295.43,12.7,50
28846,Melissa,Johnson,OneStop,26,4,99.84,141.55,320.38,176.8,262.2,27.3,33
28847,Ryan,Whitton,EverGreen,21,4,80.64,60.69,267.96,60.32,611.35,26.32,38
28848,George,Prince,OneStop,25,2,48.0,62.04,152.87,138.01,653.67,47.93,21
28849,Andrew,Campbell,Elim,15,3,43.2,138.55,473.94,55.62,938.92,37.37,43
28850,Joseph,Kostyla,NU,34,1,32.64,57.44,212.26,193.79,913.63,72.48,19
